#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97553	853986	854497	34242	34705	YOL133W	YOR319W	HRT1	HSH49	HRT2|RBX1|ROC1|SCF ubiquitin ligase complex subunit HRT1|L000004443	L000003014	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08273	-	NP_014508	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019166	854497	851934	34705	32391	YOR319W	YDR334W	HSH49	SWR1	L000003014	chromatin-remodeling protein SWR1|S000007447	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4387	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - swr1 [SGA score = -0.4387, P-value = 0]	-	BIOGRID	Q99181	-	NP_014964	Q05471	-	NP_010621	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019167	854497	851965	34705	32418	YOR319W	YDR363W	HSH49	ESC2	L000003014	L000004423	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1304	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - esc2 [SGA score = -0.1304, P-value = 2.234E-20]	-	BIOGRID	Q99181	-	NP_014964	Q06340	-	NP_010650	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019168	854497	852074	34705	32517	YOR319W	YDR463W	HSH49	STP1	L000003014	BAP1|SSY2|L000002132	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1441	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - stp1 [SGA score = -0.1441, P-value = 0.0003935]	-	BIOGRID	Q99181	-	NP_014964	Q00947	-	NP_010751	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019169	854497	852096	34705	32537	YOR319W	YDR485C	HSH49	VPS72	L000003014	SWC2	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.5617	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - vps72 [SGA score = -0.5617, P-value = 1.9E-59]	-	BIOGRID	Q99181	-	NP_014964	Q03388	-	NP_010773	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019170	854497	856805	34705	36817	YOR319W	YER074W	HSH49	RPS24A	L000003014	RPS24EA|ribosomal 40S subunit protein S24A|S24e|S24A|L000002710	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.27	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rps24a [SGA score = -0.2700, P-value = 6.614E-18]	-	BIOGRID	Q99181	-	NP_014964	P0CX32|P0CX31	-	NP_010997	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019171	854497	856827	34705	36837	YOR319W	YER092W	HSH49	IES5	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2912	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ies5 [SGA score = -0.2912, P-value = 5.39E-12]	-	BIOGRID	Q99181	-	NP_014964	P40060	-	NP_011017	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019172	854497	850534	34705	31133	YOR319W	YFL013C	HSH49	IES1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3797	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ies1 [SGA score = -0.3797, P-value = 2.156E-11]	-	BIOGRID	Q99181	-	NP_014964	P43579	-	NP_116641	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019173	854497	850492	34705	31095	YOR319W	YFL052W	HSH49	YFL052W	L000003014	DNA-binding domain containing protein|ROP1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.139	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - znf1 [SGA score = -0.1390, P-value = 0.002539]	-	BIOGRID	Q99181	-	NP_014964	P43551	-	NP_116603	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019174	854497	852800	34705	33170	YOR319W	YGL080W	HSH49	MPC1	L000003014	FMP37	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1255	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mpc1 [SGA score = -0.1255, P-value = 0]	-	BIOGRID	Q99181	-	NP_014964	P53157	-	NP_011435	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019175	854497	852709	34705	33087	YOR319W	YGL167C	HSH49	PMR1	L000003014	BSD1|LDB1|SSC1|Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1|L000004740|L000001455	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1284	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - pmr1 [SGA score = -0.1284, P-value = 0.01667]	-	BIOGRID	Q99181	-	NP_014964	P13586	-	NP_011348	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019176	854497	852701	34705	33079	YOR319W	YGL174W	HSH49	BUD13	L000003014	CWC26	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3122	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - bud13 [SGA score = -0.3122, P-value = 0]	-	BIOGRID	Q99181	-	NP_014964	P46947	-	NP_011341	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019177	854497	852980	34705	33331	YOR319W	YGR089W	HSH49	NNF2	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1359	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - nnf2 [SGA score = -0.1359, P-value = 1.005E-9]	-	BIOGRID	Q99181	-	NP_014964	P53253	-	NP_011603	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019178	854497	853100	34705	33440	YOR319W	YGR188C	HSH49	BUB1	L000003014	protein kinase BUB1|L000000196	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2142	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - bub1-supp1 [SGA score = -0.2142, P-value = 0.001004]	-	BIOGRID	Q99181	-	NP_014964	P41695	-	NP_011704	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019179	854497	856383	34705	36420	YOR319W	YHL006C	HSH49	SHU1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.181	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - shu1 [SGA score = -0.1810, P-value = 0.003097]	-	BIOGRID	Q99181	-	NP_014964	P38751	-	NP_011857	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019180	854497	856372	34705	36409	YOR319W	YHL014C	HSH49	YLF2	L000003014	YLF1|L000002519	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1213	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ylf2 [SGA score = -0.1213, P-value = 0.003933]	-	BIOGRID	Q99181	-	NP_014964	P38746	-	NP_011849	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019181	854497	856354	34705	36391	YOR319W	YHL031C	HSH49	GOS1	L000003014	L000004085	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1328	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - gos1-supp1 [SGA score = -0.1328, P-value = 0.001704]	-	BIOGRID	Q99181	-	NP_014964	P38736	-	NP_011832	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019182	854497	856445	34705	36481	YOR319W	YHR049W	HSH49	FSH1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.209	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - fsh1 [SGA score = -0.2090, P-value = 2.636E-7]	-	BIOGRID	Q99181	-	NP_014964	P38777	-	NP_011915	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019183	854497	856486	34705	36521	YOR319W	YHR086W	HSH49	NAM8	L000003014	MRE2|MUD15|L000001147|L000001230	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4917	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - nam8 [SGA score = -0.4917, P-value = 1.24E-13]	-	BIOGRID	Q99181	-	NP_014964	Q00539	-	NP_011954	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019184	854497	856530	34705	36562	YOR319W	YHR129C	HSH49	ARP1	L000003014	ACT5|actin-related protein 1|L000000028	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2053	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - arp1 [SGA score = -0.2053, P-value = 0.002002]	-	BIOGRID	Q99181	-	NP_014964	P38696	-	NP_011997	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019185	854497	856583	34705	36611	YOR319W	YHR178W	HSH49	STB5	L000003014	L000003368	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1949	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - stb5 [SGA score = -0.1949, P-value = 0.006048]	-	BIOGRID	Q99181	-	NP_014964	P38699	-	NP_012048	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019186	854497	854737	34705	34919	YOR319W	YIL073C	HSH49	SPO22	L000003014	ZIP4	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1221	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - spo22 [SGA score = -0.1221, P-value = 0.02712]	-	BIOGRID	Q99181	-	NP_014964	P40511	-	NP_012192	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019187	854497	854710	34705	34894	YOR319W	YIL097W	HSH49	FYV10	L000003014	GID9|glucose-induced degradation complex subunit FYV10	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1951	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - fyv10 [SGA score = -0.1951, P-value = 8.379E-22]	-	BIOGRID	Q99181	-	NP_014964	P40492	-	NP_012169	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019188	854497	854821	34705	34996	YOR319W	YIR005W	HSH49	IST3	L000003014	SNU17	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4531	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ist3 [SGA score = -0.4531, P-value = 5.166E-39]	-	BIOGRID	Q99181	-	NP_014964	P40565	-	NP_012270	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019189	854497	854841	34705	35014	YOR319W	YIR023W	HSH49	DAL81	L000003014	UGA35|DURL|L000000481	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2692	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - dal81 [SGA score = -0.2692, P-value = 1.46E-10]	-	BIOGRID	Q99181	-	NP_014964	P21657	-	NP_012289	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019190	854497	853322	34705	33635	YOR319W	YJL121C	HSH49	RPE1	L000003014	EPI1|POS18|ribulose-phosphate 3-epimerase RPE1|L000004023|L000002588	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1226	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rpe1 [SGA score = -0.1226, P-value = 1.181E-5]	-	BIOGRID	Q99181	-	NP_014964	P46969	-	NP_012414	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019191	854497	853509	34705	33803	YOR319W	YJR050W	HSH49	ISY1	L000003014	NTC30|UTR3|L000002730	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1217	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - isy1 [SGA score = -0.1217, P-value = 0.009015]	-	BIOGRID	Q99181	-	NP_014964	P21374	-	NP_012584	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019192	854497	853605	34705	33896	YOR319W	YJR140C	HSH49	HIR3	L000003014	HPC1|L000003127	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1505	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - hir3 [SGA score = -0.1505, P-value = 0.003844]	-	BIOGRID	Q99181	-	NP_014964	P47171	-	NP_012674	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019193	854497	853864	34705	34127	YOR319W	YKL006W	HSH49	RPL14A	L000003014	ribosomal 60S subunit protein L14A|L14e|L14A|L000002706	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1525	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rpl14a [SGA score = -0.1525, P-value = 0.0159]	-	BIOGRID	Q99181	-	NP_014964	P36105	-	NP_012920	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019194	854497	853827	34705	34093	YOR319W	YKL039W	HSH49	PTM1	L000003014	L000001524	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1221	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ptm1 [SGA score = -0.1221, P-value = 3.231E-7]	-	BIOGRID	Q99181	-	NP_014964	P32857	-	NP_012885	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019195	854497	853818	34705	34085	YOR319W	YKL048C	HSH49	ELM1	L000003014	LDB9|serine/threonine protein kinase ELM1|L000000548	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1854	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - elm1 [SGA score = -0.1854, P-value = 0.001266]	-	BIOGRID	Q99181	-	NP_014964	P32801	-	NP_012876	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019196	854497	853788	34705	34057	YOR319W	YKL074C	HSH49	MUD2	L000003014	L000002794	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3926	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mud2 [SGA score = -0.3926, P-value = 6.6E-9]	-	BIOGRID	Q99181	-	NP_014964	P36084	-	NP_012849	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019197	854497	853751	34705	34024	YOR319W	YKL109W	HSH49	HAP4	L000003014	transcription factor HAP4|L000000754	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2777	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - hap4 [SGA score = -0.2777, P-value = 0.0005706]	-	BIOGRID	Q99181	-	NP_014964	P14064	-	NP_012813	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019198	854497	853687	34705	33970	YOR319W	YKL167C	HSH49	MRP49	L000003014	mitochondrial 54S ribosomal protein MRP49|L000001159	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1577	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mrp49 [SGA score = -0.1577, P-value = 0.0003118]	-	BIOGRID	Q99181	-	NP_014964	P32388	-	NP_012754	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019199	854497	853651	34705	33938	YOR319W	YKL184W	HSH49	SPE1	L000003014	ORD1|SPE10|ornithine decarboxylase SPE1|L000001307|L000001993|L000001995	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1874	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - spe1 [SGA score = -0.1874, P-value = 0.002049]	-	BIOGRID	Q99181	-	NP_014964	P08432	-	NP_012737	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019200	854497	853889	34705	34151	YOR319W	YKR019C	HSH49	IRS4	L000003014	L000004394	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1303	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - irs4 [SGA score = -0.1303, P-value = 1.701E-9]	-	BIOGRID	Q99181	-	NP_014964	P36115	-	NP_012944	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019201	854497	853914	34705	34173	YOR319W	YKR041W	HSH49	YKR041W	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1859	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ykr041w [SGA score = -0.1859, P-value = 0.0002071]	-	BIOGRID	Q99181	-	NP_014964	P36134	-	NP_012967	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019202	854497	853928	34705	34185	YOR319W	YKR054C	HSH49	DYN1	L000003014	DHC1|PAC6|dynein heavy chain|L000000538	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1209	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - dyn1 [SGA score = -0.1209, P-value = 0.01114]	-	BIOGRID	Q99181	-	NP_014964	P36022	-	NP_012980	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019203	854497	853969	34705	34225	YOR319W	YKR094C	HSH49	RPL40B	L000003014	CEP52B|UB12|UBI2|ubiquitin-ribosomal 60S subunit protein L40B fusion protein|L40e|L40B|L000002412|L000000314	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2798	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rpl40b [SGA score = -0.2798, P-value = 4.966E-14]	-	BIOGRID	Q99181	-	NP_014964	P0CH09|P0CH08	-	NP_013020	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019204	854497	850703	34705	31290	YOR319W	YLR016C	HSH49	PML1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1416	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - pml1 [SGA score = -0.1416, P-value = 2.094E-8]	-	BIOGRID	Q99181	-	NP_014964	Q07930	-	NP_013116	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019205	854497	850728	34705	31315	YOR319W	YLR039C	HSH49	RIC1	L000003014	L000001638	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1405	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ric1 [SGA score = -0.1405, P-value = 0.01388]	-	BIOGRID	Q99181	-	NP_014964	P40395	-	NP_013140	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019206	854497	850742	34705	31328	YOR319W	YLR053C	HSH49	YLR053C	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2363	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ylr053c [SGA score = -0.2363, P-value = 4.226E-6]	-	BIOGRID	Q99181	-	NP_014964	Q12026	-	NP_013154	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019207	854497	850774	34705	31358	YOR319W	YLR085C	HSH49	ARP6	L000003014	L000003435	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.6199	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - arp6 [SGA score = -0.6199, P-value = 1.038E-25]	-	BIOGRID	Q99181	-	NP_014964	Q12509	-	NP_013186	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019208	854497	850797	34705	31380	YOR319W	YLR107W	HSH49	REX3	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.54	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rex3 [SGA score = -0.5400, P-value = 2.337E-45]	-	BIOGRID	Q99181	-	NP_014964	Q12090	-	NP_013208	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
